state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day calls,total day charge,total eve calls,total eve charge,total night calls,total night charge,total intl calls,total intl charge,customer service calls,churn
KY,108,408,376-4665,0,0,0,105,12.55,114,12.19,98,7.66,3,2.94,2,0
VA,118,408,421-9034,0,0,0,119,32.18,112,19.85,104,12.19,1,2.7,2,0
OH,169,408,401-5169,0,0,0,115,25.02,123,13.76,103,6.39,6,1.94,3,0
AZ,62,408,370-8262,0,1,42,95,23.34,94,15.66,70,10.41,3,2.75,0,0
NY,86,510,387-2041,0,0,0,125,12.02,113,17.94,107,7.86,0,0,2,0
VA,44,408,356-4146,0,0,0,117,34.78,94,17.44,84,7.41,5,2.89,0,0
MD,111,510,372-8883,0,0,0,88,20.93,84,18.18,88,8.32,2,3.24,5,1
MA,127,510,336-1880,0,1,19,115,22.05,101,13.67,63,11.93,3,3.29,2,0
IL,151,415,347-5843,1,0,0,70,33.78,106,17.81,126,12.69,4,3.35,0,0
LA,53,415,370-8023,0,0,0,116,24.67,82,19.86,95,9.39,5,2.13,2,0
MO,15,415,417-9814,0,0,0,101,22.98,79,12.96,83,10.12,5,2.27,2,0
DC,123,408,387-3422,0,1,28,105,21.2,78,21.28,128,9.74,8,2.11,1,0
PA,137,415,365-1664,0,0,0,76,36.7,118,12.36,129,8.41,4,3.27,1,0
TN,106,415,367-2436,0,0,0,142,20.26,139,19.41,61,8.91,9,2.27,2,0
NJ,88,510,344-6258,0,0,0,116,24.53,74,13.29,90,9.66,10,2.11,3,0
VA,106,415,353-8928,0,0,0,121,39.98,87,18.75,91,10.63,4,3.19,1,0
TN,95,510,365-7784,0,0,0,57,29.58,118,23.89,94,8.87,2,2.62,0,0
NJ,57,510,330-2635,1,0,0,65,19.55,96,10.4,75,11.03,1,1.73,0,1
WA,184,408,344-3131,0,0,0,93,25.79,77,15.17,111,10.31,8,3.54,2,0
AR,109,510,378-4294,0,0,0,102,26.03,77,19.9,74,14.81,9,2.67,3,0
WI,127,415,343-9365,0,0,0,93,37.16,130,12.74,131,9.21,5,2.48,2,0
WA,82,510,362-5579,0,0,0,122,45.08,102,15.19,90,7.86,9,2.89,2,0
RI,180,415,366-7616,0,0,0,134,24.36,113,15.34,87,8.29,4,2.73,1,0
ME,174,415,397-2870,0,0,0,98,32.35,70,21.48,97,9.93,9,1.94,2,0
CO,92,415,408-3262,0,0,0,60,31.4,73,22.27,120,10.78,6,3.32,2,1
CO,81,408,372-9091,0,0,0,99,19.6,117,19.1,98,6.86,2,4.86,1,0
RI,125,408,410-3159,0,0,0,108,19.21,107,14.38,61,7.05,5,2.48,2,1
CT,119,408,344-5181,0,0,0,100,50.01,53,19.76,64,8.78,1,2.43,0,1
NC,122,415,396-8662,0,0,0,86,36.65,59,14.26,67,9.32,8,1.73,3,0
WY,34,408,339-6446,0,0,0,80,21.9,93,17.74,103,9.09,7,3.78,1,0
OR,138,415,384-7236,1,1,28,117,35.9,98,26.56,118,8.01,2,2.89,3,1
FL,90,415,353-5257,0,1,24,82,12.1,103,15.44,111,8.41,1,3.48,1,0
KY,73,408,369-7295,0,0,0,121,16.13,83,21.52,86,7.88,2,3.83,2,0
SC,19,510,408-5322,0,0,0,116,44.1,109,22.92,130,7.89,3,2.57,1,1
WA,120,408,344-9620,0,1,28,123,36.69,76,24.24,78,8.64,3,1.86,1,0
MT,160,415,329-8436,0,0,0,113,16.58,69,22.79,62,11.49,4,3.56,3,0
PA,141,510,414-6739,0,0,0,121,24.91,125,14.44,112,10.75,5,2.21,0,0
MA,90,408,406-1730,0,0,0,72,26.84,93,19.89,86,9.45,5,3.29,2,0
VT,72,415,336-9327,0,0,0,117,23.78,96,19.01,93,10.84,4,3.43,2,0
MN,117,408,378-7418,0,1,21,112,26.04,110,22.38,85,6.08,7,3.21,1,0
IL,79,408,412-6019,1,0,0,134,17.6,111,27.14,124,10.8,4,2.27,2,0
AR,87,408,390-4789,0,0,0,119,31.59,83,16.35,96,9,4,1.78,1,0
MD,102,415,386-9774,0,0,0,56,22.02,118,30.11,93,6.55,3,2.94,1,0
MT,49,408,353-8970,0,0,0,91,40.22,146,18.78,114,6.61,2,2.4,1,0
VT,67,408,410-5370,0,0,0,107,44.27,104,17.7,115,9.36,2,2.7,6,0
CO,107,415,404-4421,0,0,0,100,28.44,79,13.93,100,8.37,5,1.81,2,0
NC,190,408,409-3353,0,0,0,101,30.97,95,18.05,123,10.49,4,2.51,2,0
WA,118,510,422-2571,0,0,0,80,19.21,87,12.76,115,9.19,4,2.92,2,0
TN,120,415,412-3404,0,0,0,133,31.57,149,19.98,78,11.54,6,4.56,0,0
AR,94,408,333-2964,0,0,0,114,23.15,118,14.03,71,6.21,5,2.59,0,0
DC,115,510,406-6669,0,1,29,81,37.84,109,16.18,87,9.05,2,3.11,1,0
MN,61,415,409-8802,0,0,0,67,33.54,106,22.48,116,9.47,6,2.43,1,0
IA,143,510,354-6183,0,1,33,130,24.04,114,15.84,111,9.45,6,2.08,1,0
KS,110,510,354-2434,0,0,0,69,35.36,94,8.08,129,8.03,11,2.16,1,0
ND,104,415,389-7620,0,0,0,92,20.15,109,15.11,98,11.51,4,3.27,1,0
MT,16,510,338-1724,0,0,0,65,26.04,90,19.52,94,6.67,8,2.89,1,0
IL,183,510,399-1750,0,0,0,87,18.41,116,15.61,109,7.95,2,3.65,0,0
DC,147,408,354-8914,0,0,0,92,28.66,107,15.95,95,9.74,8,3.89,2,0
KY,58,415,409-2983,0,0,0,116,42.02,103,25.81,94,4.74,2,2.51,2,1
MS,102,510,329-9689,1,0,0,81,38.11,90,20.68,66,6.65,8,3.24,3,0
TN,123,415,337-8950,0,0,0,98,28.37,77,18.85,114,10.98,4,3.46,3,0
IA,64,415,374-1836,0,1,43,100,20.13,108,12.25,91,7.11,6,2.3,1,0
AK,103,510,359-9454,0,0,0,62,32.45,53,19.26,96,10.35,3,2.11,2,0
MN,152,415,378-9542,0,0,0,60,54.03,100,13,63,5.55,7,2.81,1,1
WV,124,415,344-1970,0,0,0,112,53.04,109,15.3,94,7.59,4,3.46,1,1
OR,97,415,417-2774,0,0,0,121,24.82,141,17.26,120,6.83,2,3.59,1,0
MS,131,415,333-9002,0,0,0,95,22.37,109,15.24,129,11.3,3,4.19,1,1
ME,57,415,369-8576,0,1,33,105,32.88,79,19.69,90,10.18,11,3,2,0
MN,157,510,372-6920,0,0,0,92,31.47,85,18.11,85,8.82,5,2.3,2,0
GA,194,510,333-6575,0,0,0,106,32.86,150,14.37,122,10.13,4,3.19,0,0
DC,66,415,410-1190,0,0,0,107,24.89,99,16.7,106,10.35,2,2.11,1,0
GA,155,510,376-1641,0,0,0,90,12.1,119,25.87,103,8.25,4,2.32,0,0
NY,123,415,329-6731,0,0,0,104,20.94,117,16.15,95,7.66,5,3.48,4,1
OK,116,510,393-3976,0,0,0,90,34.85,114,11.98,96,12.27,4,2.03,2,0
OK,63,415,388-7355,0,0,0,78,21.88,133,20.47,121,10.7,6,3.46,1,0
GA,64,510,412-7791,0,0,0,78,36.87,115,17.94,116,8.09,5,3.08,3,0
NJ,96,510,368-6111,0,0,0,122,25.5,116,18.57,89,9.56,1,2.65,3,0
MN,53,415,401-9420,0,0,0,106,27.9,56,17.51,124,8.76,2,3.08,1,0
ME,105,510,352-5750,0,0,0,113,36.04,128,19.26,114,8.71,7,2.4,3,0
MI,53,510,417-3702,0,1,37,99,28.44,99,16.55,112,10.65,9,3.24,2,0
MT,101,415,353-5714,0,0,0,130,26.25,101,18.46,52,8.34,4,3.75,1,0
NE,129,510,409-9494,0,1,30,95,30.14,102,18,108,10.81,7,2.51,3,0
ND,122,408,395-1901,0,0,0,141,39.3,136,22.76,100,10.81,5,2.38,1,1
VA,163,415,378-8342,0,0,0,100,34.49,46,15.18,116,9.17,3,3.46,5,0
VT,93,408,417-6044,0,0,0,120,25.43,85,17.06,107,8.15,9,3.86,0,0
OH,115,510,348-1163,1,0,0,81,58.7,106,17.29,107,9.79,8,3.19,1,1
AL,25,408,337-4600,0,0,0,80,45.03,66,23.9,80,7.47,4,2.27,1,1
DC,73,408,355-5922,0,0,0,92,20.74,114,11.76,128,10.09,5,1.57,1,0
ND,120,415,369-5810,0,0,0,88,30.12,99,22.98,90,10.42,2,3.78,2,0
TN,196,415,340-8291,0,0,0,80,22.63,120,17.55,96,9.97,8,2.78,1,0
DE,97,510,354-7397,0,0,0,90,38.27,127,23.76,103,10.52,4,2.38,0,1
NY,148,408,407-7464,0,0,0,120,35.43,99,14.82,105,13.98,4,3.02,1,0
AL,85,408,386-6411,0,1,30,107,29.43,101,21.01,104,7.14,5,3.11,1,0
OK,86,510,397-3746,1,0,0,131,27.61,102,14.2,118,5.8,2,3.08,2,1
MS,78,415,410-5236,0,1,13,93,47.8,101,15.15,129,10.99,5,1.73,2,0
MD,106,415,409-2412,0,0,0,89,35.41,67,14.4,90,4.59,4,4.29,3,0
NE,147,415,400-7280,0,1,38,126,41.38,109,23.27,91,12.73,8,3.81,2,0
AR,145,415,332-5820,0,0,0,89,38.11,121,26.77,121,8.23,3,4.35,1,1
IL,91,415,373-4483,0,0,0,100,32.18,107,20.34,89,4.04,3,2.67,3,0
IN,81,408,347-6717,0,1,46,124,28.61,103,23.03,98,10.01,2,1.81,4,0
UT,116,415,380-2929,0,1,24,90,39.59,94,12.93,82,15.49,6,2.89,1,0
LA,69,415,420-7692,0,1,37,98,26.35,105,12.1,117,6.47,4,1.59,1,0
ID,135,510,380-6437,0,0,0,130,26.25,90,17.32,59,7.14,3,3.19,0,0
KY,73,510,377-8309,0,0,0,102,39.9,110,16.63,71,11.4,8,2.27,2,0
MI,48,415,407-2718,0,0,0,88,40.8,117,11.99,137,5.8,9,1.92,1,0
NH,125,415,357-1938,1,0,0,78,50.73,142,22.99,84,4.83,2,3.29,0,1
WV,100,415,381-3735,0,0,0,102,28.22,97,20.07,93,6.04,4,2.94,1,0
OR,165,415,409-8453,0,1,33,140,18.97,111,18.13,115,12.04,3,4.32,0,0
SD,64,415,395-6758,0,0,0,98,29.67,103,15.32,89,8.06,2,2.89,2,0
MD,116,510,399-5424,1,1,27,137,29.84,60,17.9,121,13.27,5,1.86,1,0
ND,147,408,409-4671,1,1,35,109,26.78,67,16.12,76,10.22,2,3,3,1
TN,115,415,374-6525,0,0,0,113,35.05,102,14.99,119,13.37,7,2.97,1,0
MO,84,415,406-8665,0,1,35,138,35.28,116,17.09,107,7.4,16,2.03,4,0
IL,86,510,342-7716,0,1,16,105,24.62,111,17.53,117,11.49,2,3.13,4,0
UT,134,415,417-2221,0,0,0,85,44,114,11.01,106,8.71,7,2.94,2,0
MI,105,415,376-5213,0,0,0,106,38.57,77,15.49,107,9.18,2,3.13,0,1
AR,88,408,348-7448,0,0,0,119,25.99,107,14.55,106,11.57,5,3.24,2,0
TX,90,408,328-8179,0,1,27,51,26.64,118,20.1,111,5.54,6,3.4,2,0
AK,86,408,389-4602,0,0,0,85,25.64,88,25.15,104,11.12,1,3.38,1,0
TN,37,415,413-2238,0,0,0,126,37.57,110,17.38,98,5.31,3,1.84,4,0
NH,141,415,402-3370,0,1,32,92,54.81,107,24.07,111,9.43,3,1.81,1,1
NM,148,408,348-6008,0,0,0,148,26.11,87,22.28,99,10.15,3,2.65,2,0
MN,163,408,371-5655,0,1,22,91,36.57,102,11.81,109,6.58,2,3.35,2,0
IA,89,415,374-5224,0,1,35,108,29.65,100,16.72,74,5.73,3,3.19,1,0
RI,63,415,371-1187,0,0,0,126,30.69,98,19.55,73,10.46,3,2.86,0,0
AL,102,415,337-1100,0,0,0,106,20.93,102,15.47,75,11.01,7,3.4,2,0
NC,76,510,421-8141,0,0,0,94,28.17,80,21.88,114,7.69,4,2.7,1,0
SD,104,408,406-2678,0,0,0,92,34.03,87,10.09,65,10.65,6,1.62,2,0
MT,109,510,415-9649,0,0,0,82,26.32,109,24.45,80,9.38,9,1.59,3,0
HI,105,510,364-8128,0,0,0,116,21.32,95,22.23,104,10.87,9,3.08,2,0
MT,63,415,356-7817,0,1,33,111,31.31,89,26.57,55,11.88,4,3.29,1,0
KY,105,415,404-6357,0,1,24,99,46.7,118,16.45,109,13.48,3,2.92,3,0
DC,68,415,398-2138,1,1,39,140,24.14,89,20.54,72,13.59,5,3.05,1,0
CO,63,408,378-8029,1,1,21,99,25.76,89,12.56,114,9.47,4,2.7,1,0
MI,74,415,386-4215,0,0,0,114,21.22,121,11.31,85,7.21,7,2.86,3,0
AL,76,415,367-8156,0,0,0,85,30.46,66,18.95,113,8.47,2,3.35,0,0
KS,91,408,382-8079,1,0,0,110,41.89,98,15.47,106,7.09,2,3.27,2,1
NC,101,415,354-2985,0,0,0,114,39.56,123,15.84,122,6.9,6,3.11,5,0
SC,116,408,373-6922,0,0,0,120,48.96,90,21.74,99,10.5,4,3.62,0,1
CO,131,415,397-7125,0,1,23,145,29.04,93,20.12,100,13.25,1,3.43,1,0
MN,84,415,333-6296,0,0,0,114,36.74,107,16.79,104,9.8,3,2.65,1,0
WY,104,415,365-6022,0,0,0,100,23.58,58,18.31,98,7.39,4,1.32,2,0
FL,108,510,365-1688,0,0,0,112,35.82,73,20.29,90,11.41,5,2.48,3,0
NY,111,415,382-4872,0,0,0,117,30.91,91,13.44,123,11.98,9,2.62,0,0
OK,155,408,367-6136,0,1,30,103,10.47,110,21.68,96,10.17,5,3.35,1,0
ME,66,510,404-3592,0,0,0,85,35.31,112,16.72,83,11.78,3,1.84,1,0
NE,64,510,415-2949,0,0,0,73,37.26,65,14.2,119,7.26,5,2.7,1,0
OH,69,415,375-8880,0,0,0,122,38.59,111,21.99,87,7.64,1,2.4,2,0
CT,116,415,335-6832,0,0,0,73,41.8,87,20.41,89,7.14,5,2.4,3,0
DC,101,415,361-8367,0,0,0,84,43.74,115,15.71,109,4.9,7,3.65,0,0
OK,15,415,408-2002,0,0,0,130,20.59,86,18.36,33,10.58,5,4.35,2,0
NJ,88,415,347-8659,0,0,0,136,51.26,72,21.9,118,5.98,2,3.62,4,1
IA,197,415,376-2922,0,0,0,96,39.76,111,18.61,109,8.23,3,2.57,0,0
VA,50,415,382-2182,1,0,0,108,16.93,102,26.24,62,7.25,6,3.7,2,1
VA,172,510,408-2089,0,0,0,123,28.87,94,15.56,72,17.77,7,3.43,2,0
NM,188,415,369-6890,1,1,26,115,33.8,67,14.16,118,8.93,3,3.89,1,1
FL,85,408,347-2951,1,0,0,86,19.75,127,19.52,109,9.19,3,2.73,3,0
RI,103,510,420-6324,1,0,0,128,43.5,92,11.98,130,13.9,2,3.27,1,1
NJ,136,408,402-7650,0,1,27,84,31.91,147,18.79,110,6.56,4,2.7,3,0
NE,155,408,391-2702,0,1,21,91,33.3,84,18.18,111,3.97,4,2.32,0,0
WV,145,415,383-3375,0,0,0,97,22,101,15.76,106,9.21,2,0.3,2,0
WY,116,510,392-2733,0,1,12,108,37.57,118,12.84,80,8.06,6,2.43,2,0
SC,152,408,397-9933,0,0,0,92,23.89,96,15.88,89,10.22,5,2.57,2,0
MS,65,415,383-9306,1,0,0,123,47.24,112,13.24,71,11.56,10,2.48,0,1
ND,180,415,369-1929,0,0,0,105,38.23,101,21.25,73,9.72,5,1.81,3,1
IL,67,415,369-4377,0,0,0,117,18.55,124,18.48,141,8.48,6,3.46,0,0
OR,60,415,366-9430,0,0,0,109,35.33,112,10.5,115,13.12,9,1.54,0,0
UT,138,510,353-7407,0,0,0,96,35,94,21.85,63,9.4,8,3.27,0,0
IA,44,415,359-7426,0,0,0,139,52.46,94,12.82,66,8.94,3,1.97,4,1
ME,25,510,332-7391,0,0,0,69,41.24,117,17.77,82,9.89,6,3.89,2,0
WY,145,408,405-6559,0,0,0,82,39.03,103,11.74,109,11.29,3,0.89,1,0
WI,122,510,338-8784,0,1,28,62,28.22,88,19.88,84,7.65,3,2.08,2,0
SC,121,415,415-6347,0,0,0,126,24.62,82,17.05,81,9.4,9,3.59,0,1
DC,55,510,354-5058,1,0,0,77,18.04,100,10.5,92,4.34,3,3.48,0,0
CT,77,415,342-5701,0,0,0,84,37.71,125,14.11,72,9.46,4,3.56,1,0
OR,12,415,378-4179,0,0,0,98,34.78,90,18.06,95,8.19,7,2.65,2,0
OR,64,510,407-6391,0,0,0,93,36.3,114,14.16,78,5.49,3,3.81,3,0
NV,92,415,404-3105,0,1,44,95,25.84,73,23.37,121,7.31,1,2.7,2,0
MN,125,415,390-9735,1,1,29,81,44.34,112,13.91,117,12.23,6,4.59,1,1
OK,160,408,350-4820,0,0,0,117,28.29,129,26.95,121,7.22,2,2.7,1,0
KS,79,415,383-8807,0,0,0,83,30.24,84,14.22,142,10.07,8,4.1,0,0
RI,36,415,366-8382,0,0,0,97,39.97,104,16.73,110,11.69,7,1.89,3,0
DC,102,415,402-9704,0,0,0,92,31.76,123,14.76,131,11.29,4,2.62,2,0
IL,138,408,405-2209,1,0,0,81,45.63,115,14.82,96,8.71,4,3.13,1,0
UT,164,510,397-3939,0,0,0,95,32.66,94,21.23,100,5.97,3,1.97,3,0
MN,125,415,343-2689,0,0,0,82,40.92,85,22.9,74,8.42,3,2.73,0,1
WI,72,408,383-9448,0,0,0,113,30.58,112,12.73,79,7.57,7,2.65,2,0
MI,74,415,359-6232,0,0,0,86,53.4,99,18.9,121,11.66,5,3.32,3,1
MI,134,415,369-9772,0,1,41,82,27.54,77,27.6,112,7.2,5,3.21,0,0
MA,145,415,381-7003,0,0,0,89,29.89,119,23.32,69,10.2,4,3.35,1,0
AL,136,510,352-6732,0,0,0,91,18.6,111,17.64,107,6.08,5,3.13,0,0
SC,209,510,388-7540,0,0,0,124,43.37,110,19.6,69,9.81,5,2.3,3,1
WI,66,415,356-3333,1,0,0,84,35.48,88,14.73,107,11.91,3,2.24,3,0
VT,152,510,333-9664,0,1,20,108,36.48,82,8.21,145,7.68,5,2.13,1,0
CT,162,408,363-3763,0,0,0,121,8.36,136,12.23,97,9.14,13,3.27,1,0
OR,72,510,345-7900,0,0,0,133,24.02,96,11.47,97,10.24,3,3.02,2,0
HI,101,415,400-5511,0,0,0,89,43.04,114,20.22,85,6.94,7,2.62,4,0
WV,125,415,381-7597,0,0,0,128,35.02,71,16.84,116,6.12,3,3.56,0,0
RI,46,408,404-9775,0,0,0,105,6.87,83,14.65,89,6.53,2,2.43,2,0
MI,132,408,389-4608,0,0,0,104,49.5,132,19.91,87,8.63,3,2.4,1,1
ME,193,415,403-1742,0,1,31,58,12.1,105,10.6,108,7,3,3.16,0,0
WV,63,510,328-9797,0,0,0,69,44.51,135,20.83,94,9.09,4,3.97,0,1
NE,124,510,359-9223,0,0,0,134,32.52,113,22.23,111,8.2,3,2.7,1,0
DC,144,415,336-7696,0,0,0,101,22.66,127,21.72,68,10.29,2,3.13,0,0
NH,116,408,369-2214,0,1,24,138,31.21,90,17.32,89,7.51,3,1.62,2,0
MD,189,415,411-1325,0,1,30,116,26.38,50,16.62,108,7.65,6,4.16,1,0
NH,97,408,410-7553,0,1,28,93,48.13,98,15.76,78,14.08,8,1.65,1,0
WV,137,510,376-4284,0,1,50,94,31.71,106,15.13,100,9.7,4,3.27,2,0
IL,142,415,334-2800,0,1,38,104,27.76,114,11.56,127,11.21,6,1.16,0,0
OK,84,510,369-1904,0,0,0,125,34.58,88,15.55,121,9.62,2,3.73,1,0
NH,119,415,359-3833,0,1,19,110,30.28,100,18.09,123,10.18,6,2.7,1,0
MI,158,415,348-5569,0,0,0,103,33.3,95,7.57,82,13.6,3,2.78,1,0
ND,50,415,342-1960,0,0,0,127,50.2,100,10.83,105,7.51,6,2.59,1,0
LA,98,408,352-9050,0,0,0,82,23.14,118,13.29,83,7.15,5,2.73,2,0
HI,101,415,390-5316,0,1,24,95,19.4,86,13.73,90,7.93,9,3.51,2,0
NJ,182,415,418-8568,0,0,0,124,47.45,108,15.34,104,9.79,11,2.57,2,1
WV,51,408,401-4844,0,0,0,111,28.78,69,11.86,87,8.87,3,3.24,0,0
NC,117,510,376-5471,0,0,0,94,36.45,149,11.73,102,6.69,1,2.67,2,0
PA,92,415,409-2917,1,0,0,125,43.49,111,12.13,101,8.15,3,3.16,0,0
MI,86,408,369-6308,0,0,0,71,25.19,91,24.23,155,7.49,3,1.67,2,0
WY,122,415,357-7385,0,0,0,93,20.28,103,19.03,122,9.54,4,2.35,2,0
NJ,156,408,405-7119,0,1,27,137,32.69,115,16.99,112,10.99,8,4,1,0
NJ,127,510,405-3309,0,0,0,91,41.68,92,18.46,128,10.94,6,3.75,0,1
NC,130,408,384-4938,1,0,0,106,36.75,86,30.91,123,5.7,2,4.56,5,1
NM,158,408,377-2725,0,0,0,114,29.31,69,21.81,104,10.59,0,0,2,0
MS,145,510,405-6398,1,1,30,107,29.8,116,13.03,85,10.51,3,3,1,0
TX,90,415,355-9366,1,1,26,104,28.73,104,16.05,76,9.6,3,3.59,0,1
OK,127,510,403-1128,0,1,27,113,0.44,102,21.59,156,10.92,5,2.48,3,0
ID,109,415,384-9682,0,0,0,143,31.3,105,17.99,116,10.93,2,2.67,1,0
AL,88,415,352-5393,0,0,0,90,30.92,87,12.88,100,6.44,3,2.03,1,0
WY,101,510,395-1229,0,1,9,116,27.22,121,17.85,65,6.26,9,2.92,0,0
HI,171,510,361-9195,0,0,0,122,32.27,85,14.76,84,11.57,1,2.78,0,0
VA,21,415,351-6366,0,0,0,142,37.94,114,18.4,111,9.66,2,3.35,1,0
WV,145,408,346-4919,0,1,31,94,36.72,123,19.13,109,10.56,1,2.89,2,0
DE,90,415,354-9068,0,0,0,124,33.75,100,22.66,80,10.95,7,2.16,2,0
CA,33,408,369-2743,0,0,0,115,27.12,118,16.61,86,4.61,7,1.92,1,0
PA,61,408,343-1347,0,1,40,78,17.85,100,15.35,115,7.83,2,2.75,2,1
CO,107,415,336-5495,0,0,0,108,34.77,110,13.8,102,6.98,1,3.62,3,0
MD,147,408,376-4292,0,0,0,92,46.58,82,19.7,83,12.76,1,1.67,0,1
AL,117,510,391-8677,0,0,0,84,26.98,91,15.44,67,7.98,10,2.08,2,0
AL,95,415,350-7273,0,0,0,116,39.08,110,17.2,105,7.71,6,3.83,1,0
KS,186,510,400-6454,0,0,0,97,23.43,118,15.95,85,6.59,6,2.35,1,0
MI,128,415,422-3052,0,0,0,94,30.5,92,22.98,88,8.59,4,2.13,0,0
AK,55,408,365-6756,0,1,39,101,23.68,117,15.16,104,11.09,1,2.19,3,0
OH,134,415,406-4158,0,0,0,86,1.33,100,14.57,80,8.39,2,3.48,2,0
IN,96,415,383-4641,0,1,23,88,31.13,89,12.53,108,15.76,7,3.05,1,0
SC,107,415,368-5165,0,0,0,79,35.17,117,22.3,69,6.72,3,2.89,0,0
KS,123,415,378-2432,0,0,0,106,23.8,101,13.06,87,2.25,1,3.38,2,0
OK,35,415,362-4159,0,0,0,59,30.46,101,24.08,83,12.84,7,1.57,2,0
WI,74,408,363-7979,0,0,0,136,30.16,104,20.43,133,10.68,3,3.24,0,0
IN,130,408,334-9818,0,0,0,129,19.65,104,14.26,124,6.38,9,3.4,1,0
IL,137,408,352-5787,1,0,0,103,40.34,84,15.02,81,11.85,4,3.83,0,1
TN,88,415,332-3617,0,0,0,116,30.86,119,15.9,96,9.91,7,2.84,1,0
DC,80,408,327-9957,0,0,0,90,8.76,98,13.94,80,7.62,4,2.57,3,0
NC,116,408,338-7527,0,1,19,104,26.47,118,15.76,116,8.67,2,2.21,3,0
RI,123,510,348-8711,0,1,23,88,41.65,105,22.53,108,10.79,3,4.02,2,0
MS,120,415,421-3226,0,0,0,99,22.39,109,13.86,116,9.05,3,2.89,1,0
VA,146,415,391-4358,1,0,0,126,18.89,95,26.64,82,9.71,6,2.84,1,0
KY,106,510,379-2523,0,1,9,100,15.05,109,27.61,86,3.6,4,2.21,3,0
NV,121,408,419-2369,0,1,44,85,19.72,120,12.76,98,11.11,2,3.24,1,0
WI,137,510,382-1227,0,0,0,81,26.44,94,11.31,77,11.39,2,2.46,1,0
NH,84,408,409-5749,0,1,30,65,18.11,108,19.18,61,8.49,3,1.54,2,0
NE,67,510,362-7951,0,1,31,68,29.78,73,16.93,99,9.89,6,3.56,1,0
WI,161,408,415-3537,0,0,0,84,26.3,125,15.11,90,7.78,2,1.59,4,1
NJ,134,510,373-3959,0,1,34,105,42.02,133,19.17,76,8.38,5,1.65,2,1
ME,62,415,358-1346,1,1,32,93,37.13,132,20.12,137,8.65,3,3.56,0,1
WY,120,415,381-8422,0,1,24,81,38.68,71,19.97,128,7.49,13,2.43,1,0
IN,130,408,360-9005,0,1,30,117,31.45,141,21.21,103,7.1,7,2,0,0
WI,20,408,344-5967,0,0,0,89,31.76,51,21.54,105,12.29,6,3.32,2,0
VT,68,415,396-6390,0,0,0,119,27,105,18,101,8.91,3,2.78,1,0
CA,112,415,346-5036,0,0,0,150,35.48,104,18.09,98,8.01,4,2.3,0,0
IN,77,408,328-7252,0,0,0,95,31.6,98,18.02,81,12.7,4,3.05,3,0
SC,109,415,360-1745,0,0,0,74,37.83,75,14.42,94,11.89,3,2.43,2,0
IN,108,415,358-2046,0,0,0,101,34.19,86,14.51,113,10.68,3,3.13,3,0
IA,79,415,344-6935,0,1,17,114,28.54,93,20.71,114,9.54,2,2.46,1,0
MD,119,408,401-9665,0,0,0,88,40.65,79,20.7,92,10.39,3,2.94,3,1
MN,38,510,399-5291,0,0,0,109,29.87,97,18,109,6.21,3,2.48,5,1
AR,109,415,409-6588,0,1,29,90,18.9,98,22.4,128,10.11,6,2.43,6,1
MS,78,415,358-5721,0,0,0,74,14.91,58,18.26,147,9.06,6,2.92,1,0
MN,134,415,414-7446,0,0,0,99,41.5,111,20.99,133,9,2,1.94,0,0
WA,47,415,329-9517,0,1,27,89,28.05,118,10.82,95,12.8,4,2.08,2,0
MS,59,408,415-9553,0,1,27,110,21.66,99,8.78,73,7.39,3,2.46,0,0
ID,151,415,413-3177,0,0,0,106,33.12,103,24.88,82,10.11,3,1.49,0,0
NC,129,415,347-5113,0,0,0,131,9.3,105,21.77,135,7.95,4,3,1,0
VA,107,510,330-2662,0,1,27,104,48.18,152,19.05,63,10.86,7,3.89,2,0
MT,137,408,330-5824,1,0,0,112,43.86,117,20.95,100,7.79,3,2.94,0,1
MI,76,510,411-1261,0,0,0,142,15.39,75,17.99,76,8.77,2,2.51,1,0
HI,24,415,329-8788,0,0,0,132,40.05,129,9.85,136,8.34,2,4.37,0,0
NC,169,408,333-7869,0,0,0,82,24.23,110,19.67,67,5.9,4,2.7,2,0
MN,30,408,399-4800,0,0,0,68,9.18,96,15.24,101,11.12,8,2.75,1,0
WV,70,415,402-2072,0,0,0,87,36.52,114,11.14,104,9.76,3,2.54,3,0
SD,52,510,403-6187,1,0,0,118,42.74,80,16.71,53,8.64,2,2.97,0,1
HI,3,408,355-2872,0,0,0,99,23.63,108,21.31,87,12.88,3,1.65,4,0
MS,38,415,386-2970,0,0,0,114,19.94,105,17.74,98,9.15,2,3.89,2,0
NY,104,415,389-6081,0,0,0,108,44.88,75,11.24,91,8,8,2.86,3,0
LA,27,408,348-7556,0,0,0,105,14.04,99,17.34,122,10.09,4,2.46,1,0
KS,166,415,334-9163,1,1,28,126,29.89,76,21.56,72,5.78,5,3.08,1,0
MA,13,408,411-4293,0,0,0,100,37.47,79,17.95,112,11.67,8,3.67,2,0
AK,52,408,375-5562,0,0,0,104,36.89,83,12.95,109,6.04,4,3.19,2,0
SD,114,415,386-3823,0,1,25,77,21.93,110,24.65,110,7.97,5,3.13,1,0
CO,156,408,364-6445,0,0,0,106,25.59,112,13,86,9.72,3,0.95,1,0
NH,90,415,383-2251,0,1,42,66,32.86,85,22.38,97,9.65,4,3,0,0
WV,62,415,351-3169,0,0,0,122,32.22,95,8.82,106,8.13,5,2.92,2,0
